Epoch 0 (0.3545119584842133): [0.6963953374790469, 0.1414217076052147, 0.047895607820800074, 0.016268687137754284, 0.0023882180421816914, 0.9170095576838508, 0.4832994323121275, 0.019964390009691337, 0.3126503151676471, 0.40613635379482643, 0.4485080149398003, 0.329924767515238, 0.9957962419215022, 0.6038094007847222, 0.023941300402489263, 0.02285538219906767, 0.5584385794156654]
Epoch 2 (0.42981188242075397): [0.8131238003470669, 0.16961103114258572, 0.08243085838623118, 0.024448039729588967, 0.015570254710245906, 0.9516408012310229, 0.6307779280339019, 0.017370643098819794, 0.359025973213737, 0.46964037089710675, 0.5404435750626255, 0.6509494528524028, 0.9966252511693265, 0.7514691394715755, 0.12708832161189224, 0.022063877303664388, 0.6845226828910231]
Epoch 3 (0.4386906067944723): [0.8235115455333184, 0.20441849644529708, 0.12928430333700616, 0.02308266295872056, 0.012729145277733469, 0.9635484087649229, 0.6730025865822146, 0.03567119190541882, 0.36404805623378567, 0.4727253830250532, 0.423958397882902, 0.7421807629576633, 0.9966784516241483, 0.7162725866471453, 0.12029337541149626, 0.04507986264867359, 0.7112550982705308]
Epoch 4 (0.4547335648195212): [0.8434342383340346, 0.15122958135977296, 0.14042356453999208, 0.05284606809274028, 0.04104029930349176, 0.9682884478145248, 0.6817006386471097, 0.030230738499878916, 0.37571905301995256, 0.49177436833080057, 0.5314968598076731, 0.7626492970873265, 0.9972134442655483, 0.7791197834544478, 0.1550074262029932, 0.028121857593631307, 0.7001749355779416]
Epoch 5 (0.4795973073783211): [0.856955632253133, 0.29258911017467437, 0.1729150582739573, 0.04605026444648957, 0.06425810622334731, 0.9713919734089183, 0.726597647268467, 0.08737746143471928, 0.4251029459857945, 0.5143943555203656, 0.45237128626426937, 0.7864142526188012, 0.9970232009714519, 0.7896635245119911, 0.15361024749513624, 0.05146656437687139, 0.7649725942030725]
Epoch 6 (0.5030431849760647): [0.8707537876697058, 0.4634522032230929, 0.17251147320857807, 0.04702660355721409, 0.045373331260413666, 0.9720360124298104, 0.7610398404633415, 0.07093076666078159, 0.46869805393494024, 0.5269698748229449, 0.5576221814608129, 0.7983352899316933, 0.9974378870645285, 0.803067728156818, 0.17247730476668788, 0.05511026990292409, 0.768891536078811]
Epoch 7 (0.5089517996236343): [0.876730861161101, 0.4507096199060519, 0.19360007158864617, 0.05422289902362827, 0.03318171701046639, 0.9764773132391263, 0.7525593013710681, 0.08022833726606347, 0.4680824994502989, 0.5461450961530478, 0.578476096567267, 0.8145530386527509, 0.9975991863752677, 0.8110786551033288, 0.19382051218179777, 0.04151544121161587, 0.7831999473402576]
Epoch 8 (0.5098422152209834): [0.875173557378211, 0.5245269392660319, 0.1713666204315765, 0.05426156803245228, 0.07010458254413877, 0.9746272786909023, 0.72500864498299, 0.059441584868529775, 0.4931944244605059, 0.5451818843384577, 0.5286951089041745, 0.8163488633719373, 0.9971713614881349, 0.7733220620468713, 0.2216707409159073, 0.06020647674378838, 0.7770159602921084]
Epoch 10 (0.5369243576411417): [0.8877621936343422, 0.5307980885015349, 0.171658172317397, 0.07774915424212415, 0.1442505111459069, 0.9762426050174355, 0.7654753090170456, 0.04447949311973643, 0.545960381723899, 0.5669398145721558, 0.6085665761522996, 0.8446127176832986, 0.9977891365282263, 0.8223133304837619, 0.2831353567770865, 0.06662829312428822, 0.7933529458588713]
Epoch 11 (0.5473070244574776): [0.8923887999691836, 0.5865652379690768, 0.19877371572130756, 0.0797030043122154, 0.13259794103684713, 0.9777605132725324, 0.7742404597856923, 0.06388950331096623, 0.5597661526237917, 0.5887394902817287, 0.6074020982820281, 0.8567982821698394, 0.9978420744259995, 0.8295215547561918, 0.28190304693272106, 0.07190451537527745, 0.8044230255517215]
Epoch 13 (0.5529063825379988): [0.8971099208752713, 0.5918057430645748, 0.2154698263592913, 0.08038148426585076, 0.14658336422708754, 0.978373343227967, 0.7968369163532956, 0.08002283393368528, 0.5657620904454125, 0.5951196601537238, 0.6083201984938733, 0.8624193585673402, 0.9977197185572572, 0.8340454691010176, 0.2736001821088, 0.06849558171023261, 0.8073428117013004]
Epoch 17 (0.5605362899616285): [0.8970686662224684, 0.6389396135735874, 0.22439809585277365, 0.07864650017164225, 0.16929394075296228, 0.9757676194735928, 0.800381317399413, 0.14018543890160484, 0.560958550817627, 0.5938547786374279, 0.6125329954666104, 0.8472427117082325, 0.9977096323725683, 0.8347886236312879, 0.2844354101376271, 0.07170691201680018, 0.80120612221146]
Epoch 21 (0.5616954409912654): [0.8904280477203363, 0.6514042262527221, 0.20574055763566942, 0.07911803202669533, 0.20247141665680746, 0.9740555992404767, 0.788860882045153, 0.1929331272047536, 0.5562201992780089, 0.5883134348304692, 0.6078274078681897, 0.8471639922574702, 0.9964862593647577, 0.8308086920426226, 0.2581663336727211, 0.07981361439015536, 0.7990106743645052]
